Gene,Pearson Correlation
rna_AC004908.2,0.5276402266108574
rna_AC004908.3,0.65643115352636
rna_AC004917.1,0.5197134799601462
rna_AC004918.1,0.5179833342231943
rna_AC004918.3,0.6655169182270712
rna_AC004921.1,0.5771708226382163
rna_AC004922.1,0.8855570294188305
rna_AC004923.4,0.469362924152559
rna_AC004938.2,0.4698493644503086
rna_AC004943.1,0.9564701913117643
rna_AC004943.2,0.4921889939309372
rna_AC004947.3,0.6049190543980915
rna_AC004948.1,0.38081493165087843
rna_AC004951.1,0.787323244255068
rna_AC004951.4,0.7130632567079708
rna_AC004967.2,0.7132842969751777
rna_AC004982.1,0.6653188395340562
rna_AC004982.2,0.5286757785223274
rna_AC005005.3,0.5244727409499392
rna_AC005005.4,0.8233980704139277
rna_AC005014.2,0.6754068816292715
rna_AC005014.3,0.5326438315197514
rna_AC005034.2,0.8963439102929146
rna_AC005034.4,0.6828956283979828
rna_AC005034.5,0.5270892440446506
rna_AC005034.6,0.5308588394737183
rna_AC005041.1,0.3290395948257667
rna_AC005041.3,0.5407104753542302
rna_AC005046.1,0.7216225846460141
rna_AC005050.1,0.5515450975934251
rna_AC005052.2,0.43027906233438973
rna_AC005070.3,0.9511324354365877
rna_AC005076.1,0.5779144788432968
rna_AC005081.1,0.3870440811802136
rna_AC005082.1,0.5113901896866004
rna_AC005083.1,0.4087260236434488
rna_AC005089.1,0.8428808093496064
rna_AC005104.1,0.7372759488088301
rna_AC005154.4,0.9284428356682637
rna_AC005162.2,0.5117759682925811
rna_AC005165.1,0.6962831710907511
rna_AC005180.2,0.7761105453263393
rna_AC005224.2,0.3489596085929418
rna_AC005224.3,0.5715946732458709
rna_AC005225.1,0.9067003126255087
rna_AC005225.2,0.8385538703141966
rna_AC005229.4,0.5578926859173103
rna_AC005253.1,0.6341286523358881
rna_AC005261.1,0.5094677154303651
rna_AC005264.1,0.6830226603660297
rna_AC005288.1,0.40657396963886505
rna_AC005324.2,0.4845247389656212
rna_AC005324.4,0.5311696605886023
rna_AC005329.3,0.8981433517967607
rna_AC005330.1,0.49085807239432505
rna_AC005332.1,0.6243335550741568
rna_AC005332.2,0.5494433699370663
rna_AC005332.3,0.5554005072289057
rna_AC005332.5,0.6203733041758674
rna_AC005332.6,0.4975705249471683
rna_AC005332.7,0.47891626819575817
rna_AC005343.4,0.9885909047370587
rna_AC005363.2,0.48170187496877076
rna_AC005387.1,0.646694826654861
rna_AC005387.2,0.5184887088742136
rna_AC005393.1,0.9605268338599746
rna_AC005400.1,0.6382928151326006
rna_AC005410.2,0.37788995790767516
rna_AC005476.2,0.4466023062129201
rna_AC005479.1,0.36776264837297745
rna_AC005479.2,0.28521607057776677
rna_AC005480.1,0.8314817332326929
rna_AC005498.2,0.45259329239159113
rna_AC005498.3,0.4538541584237177
rna_AC005519.1,0.5958944484113575
rna_AC005520.2,0.5405628032025984
rna_AC005520.5,0.7105689037479982
rna_AC005523.1,0.7312984280250769
rna_AC005532.1,0.18594852782461893
rna_AC005562.1,0.4273564444332964
rna_AC005586.1,0.4647829282677713
rna_AC005594.1,0.38927227922187185
rna_AC005606.2,0.6415759871915011
rna_AC005618.1,0.4794375304565218
rna_AC005618.4,0.5055361536314333
rna_AC005632.3,0.6258737894481137
rna_AC005632.6,0.9168396557109326
rna_AC005670.1,0.4527908618963903
rna_AC005670.3,0.7790041953631905
rna_AC005674.1,0.7050909496110664
rna_AC005696.1,0.5463827305244686
rna_AC005696.3,0.4681917469100334
rna_AC005696.4,0.8422270748368155
rna_AC005722.3,0.35386259108449913
rna_AC005730.3,0.8151243675706552
rna_AC005740.4,0.6071527734090894
rna_AC005746.1,0.9462300019192166
rna_AC005753.1,0.4678239100000793
rna_AC005753.3,0.692398498362622
rna_AC005759.1,0.724852347695382
rna_AC005775.1,0.574991712304984
rna_AC005776.2,0.5523872445404798
rna_AC005785.1,0.7087116190543732
rna_AC005837.1,0.5119158928592126
rna_AC005840.2,0.5443732058410837
rna_AC005840.4,0.5312790036987531
rna_AC005856.1,0.9953135112222036
rna_AC005899.6,0.6032034138829544
rna_AC005899.7,0.7645570485736319
rna_AC005899.8,0.8532307058956979
rna_AC005911.1,0.7352237538644227
rna_AC005962.1,0.5621154732944402
rna_AC005962.2,0.41491901579724666
rna_AC006001.2,0.7091028179305149
rna_AC006008.1,0.5903869548965652
rna_AC006017.1,0.9538834642674111
rna_AC006026.3,0.3539080544726235
rna_AC006033.2,0.7824202320327447
rna_AC006042.1,0.6628229447905094
rna_AC006042.3,0.6402858658575
rna_AC006058.1,0.34978742128210627
rna_AC006059.1,0.9819351288802827
rna_AC006064.2,0.8121131273984186
rna_AC006064.3,0.42512578075236007
rna_AC006111.2,0.6956923490935392
rna_AC006115.2,0.6544559022049163
rna_AC006116.7,0.6693123848862302
rna_AC006116.9,0.6748660296038427
rna_AC006130.3,0.6203196060801482
rna_AC006160.1,0.7206736547704415
rna_AC006213.1,0.4669954703413159
rna_AC006213.2,0.48436061072060305
rna_AC006213.3,0.5302524727875914
rna_AC006213.4,0.4203889584650821
rna_AC006213.5,0.4353163941049271
rna_AC006213.7,0.5434930945009113
rna_AC006230.1,0.7832904339999811
rna_AC006238.1,0.39839304134394926
rna_AC006252.1,0.5595478599477431
rna_AC006254.1,0.7781882336822508
rna_AC006262.1,0.42788787452583005
rna_AC006272.1,0.10677530964603475
rna_AC006273.1,0.4315889708917814
rna_AC006299.1,0.47267383390591833
rna_AC006369.1,0.4638995942398805
rna_AC006435.2,0.7033341025154509
rna_AC006449.2,0.2737722348460235
rna_AC006449.5,0.19658901456077363
rna_AC006449.6,0.4550963787585912
rna_AC006460.1,0.2294333319658397
rna_AC006460.2,0.44133227999343266
rna_AC006480.2,0.7102096911284372
rna_AC006504.1,0.4227703517635647
rna_AC006504.5,0.45077791918465976
rna_AC006504.7,0.35517704997552596
rna_AC006538.1,0.6290972399054116
rna_AC006547.1,0.47808116152541646
rna_AC006557.1,0.6797794766784204
rna_AC007014.2,0.43016022402931664
rna_AC007036.1,0.3937020037959319
rna_AC007038.1,0.7572647340028759
rna_AC007040.2,0.6369203592667174
rna_AC007066.2,0.5917566272154376
rna_AC007098.1,0.44547206849089965
rna_AC007114.1,0.504709632969593
rna_AC007114.2,0.957460370485766
rna_AC007216.2,0.8066264915089113
rna_AC007216.3,0.663637428135174
rna_AC007216.4,0.6291425337764316
rna_AC007220.1,0.35731630254801827
rna_AC007240.3,0.5475568267059335
rna_AC007255.1,0.567498232976195
rna_AC007262.2,0.27387415399888604
rna_AC007279.1,0.5286406935327
rna_AC007285.1,0.8776223016937156
rna_AC007292.1,0.5792443582681222
rna_AC007292.2,0.6023715601228784
rna_AC007319.1,0.4221533504590266
rna_AC007336.1,0.41941033886803725
rna_AC007376.2,0.5503274249077229
rna_AC007383.1,0.5369573637519649
rna_AC007384.1,0.6667899363768245
rna_AC007389.1,0.95240230444629
rna_AC007390.1,0.8993223725972973
rna_AC007405.1,0.7896581084550655
rna_AC007405.3,0.5014067358799783
rna_AC007406.3,0.4004824988252286
rna_AC007406.4,0.6706191644897834
rna_AC007448.4,0.5015110285983286
rna_AC007448.5,0.6963650439394155
rna_AC007485.1,0.5778945736316994
rna_AC007497.1,0.4308162740680781
rna_AC007541.1,0.7004010510613579
rna_AC007546.1,0.6805630669660881
rna_AC007566.1,0.6824956964969928
rna_AC007569.1,0.5977760639748209
rna_AC007608.3,0.41533635976783045
rna_AC007611.1,0.5546281809480953
rna_AC007613.1,0.48651075526568044
rna_AC007614.1,0.7832169885444327
rna_AC007619.1,0.8920622346389545
rna_AC007622.2,0.9590439253729833
rna_AC007637.1,0.6384018815292436
rna_AC007663.2,0.34837309026111574
rna_AC007663.3,0.5263275088070677
rna_AC007663.4,0.372072774471557
rna_AC007666.1,0.8194482951740788
rna_AC007681.1,0.8026184461508467
rna_AC007684.2,0.9290318911021658
rna_AC007686.3,0.6033199133767385
rna_AC007695.1,0.9123639221301064
rna_AC007728.2,0.5853993920474576
rna_AC007743.1,0.67701492611912
rna_AC007750.1,0.5567349145155155
rna_AC007773.1,0.5194496389497327
rna_AC007780.1,0.9120609590636247
rna_AC007785.3,0.7734432588669456
rna_AC007786.1,0.5488784423802479
rna_AC007823.1,0.6373091961489077
rna_AC007877.1,0.5625087003909057
rna_AC007878.1,0.9892773852896647
rna_AC007879.3,0.4262631454014507
rna_AC007881.3,0.6326272137626241
rna_AC007881.4,0.8764676119847992
rna_AC007906.2,0.22774306757393042
rna_AC007920.2,0.6287494520602541
rna_AC007938.3,0.3591558780203453
rna_AC007950.2,0.8364574825907969
rna_AC007996.1,0.45739487928410616
rna_AC007998.3,0.4180311727409236
rna_AC008014.1,0.5805520849341308
rna_AC008026.3,0.96410323119706
rna_AC008035.1,0.7171550645756827
rna_AC008050.1,0.47523902983057775
rna_AC008073.2,0.7335141599766276
rna_AC008074.2,0.49758221463255675
rna_AC008079.1,0.47975357368522376
rna_AC008083.3,0.426406181325918
rna_AC008105.1,0.5965644745972045
rna_AC008105.3,0.39121371644192454
rna_AC008115.3,0.5756621266393003
rna_AC008115.4,0.5299283904222285
rna_AC008119.1,0.9250836375358721
rna_AC008121.2,0.8564562584276162
rna_AC008124.1,0.6683340146547931
rna_AC008147.2,0.9733935806451481
rna_AC008149.2,0.9329974271869318
rna_AC008264.2,0.9520013567019595
rna_AC008269.1,0.7840723978642911
rna_AC008280.2,0.49643636187761253
rna_AC008393.1,0.5010235003778134
rna_AC008403.3,0.4138958513072538
rna_AC008429.1,0.47219491547410225
rna_AC008434.1,0.7181754928917525
rna_AC008438.1,0.573352624459595
rna_AC008443.4,0.5107818144798989
rna_AC008453.2,0.36861672748822805
rna_AC008467.1,0.770534235889978
rna_AC008494.3,0.3487477076497047
rna_AC008507.4,0.3576328537335129
rna_AC008537.2,0.8304110131635907
rna_AC008537.4,0.5679625748857053
rna_AC008543.1,0.6545247246776527
rna_AC008543.3,0.9151621189441647
rna_AC008543.4,0.6430397922535375
rna_AC008555.1,0.7352414644817754
rna_AC008555.2,0.7316361004243392
rna_AC008555.4,0.45659454507014563
rna_AC008556.1,0.4796465504773107
rna_AC008569.2,0.6467806808031985
rna_AC008608.2,0.4529154644514528
rna_AC008610.1,0.6582501627736599
rna_AC008622.2,0.38937549186110615
rna_AC008629.1,0.5793264377657189
rna_AC008655.2,0.4920186934996676
rna_AC008663.2,0.5079519150412208
rna_AC008676.1,0.4894103927440553
rna_AC008676.3,0.3901287542401242
rna_AC008687.4,0.231353703635704
rna_AC008731.1,0.6797628756271047
rna_AC008735.1,0.6125357541437585
rna_AC008735.2,0.4757437913493441
rna_AC008735.4,0.5715009358551373
rna_AC008736.1,0.2599468950097559
rna_AC008736.2,0.5732799580113048
rna_AC008750.4,0.8563391870164953
rna_AC008752.2,0.6808978097968775
rna_AC008758.4,0.6452912814059395
rna_AC008759.2,0.6342464562544821
rna_AC008760.1,0.7133728672124788
rna_AC008760.2,0.23087765842664187
rna_AC008763.1,0.43498768136464205
rna_AC008764.2,0.47028530905867894
rna_AC008764.6,0.6481534695198878
rna_AC008764.8,0.6778795498802621
rna_AC008770.3,0.7123013731363688
rna_AC008771.1,0.5829825189460023
rna_AC008781.2,0.9686076287195559
rna_AC008840.1,0.5265095582108203
rna_AC008870.2,0.6117248511710515
rna_AC008870.4,0.6853928397626182
rna_AC008875.1,0.5123483818225381
rna_AC008875.2,0.37974890052754157
rna_AC008875.3,0.391032526042689
rna_AC008883.3,0.8697186622707737
rna_AC008894.2,0.78353520273465
rna_AC008897.3,0.458905716257664
rna_AC008906.1,0.47953767995109065
rna_AC008906.2,0.5918190613329916
rna_AC008915.1,0.6822710615269012
rna_AC008915.2,0.5042926403779207
rna_AC008937.3,0.8504925662720606
rna_AC008945.2,0.2513331431353372
rna_AC008946.1,0.5789010871096905
rna_AC008957.1,0.5847709020218084
rna_AC008966.1,0.440306768555476
rna_AC008966.2,0.5188644609438888
rna_AC008969.1,0.6397884180401479
rna_AC008972.1,0.3718934652327938
rna_AC008972.2,0.49634730862031423
rna_AC008982.2,0.7461636793403149
rna_AC009005.1,0.8046083378726496
rna_AC009019.1,0.568936596515364
rna_AC009032.1,0.9864653707838253
rna_AC009041.3,0.6161637694974947
rna_AC009053.2,0.3890838664515825
rna_AC009053.3,0.9702652051293909
rna_AC009054.2,0.2092239309431052
rna_AC009061.2,0.5758290140522242
rna_AC009065.2,0.25577778386162886
rna_AC009065.4,0.6534066443403184
rna_AC009065.5,0.22375364097419392
rna_AC009065.8,0.5374847352017982
rna_AC009087.1,0.6223049652970953
rna_AC009088.1,0.648281378060148
rna_AC009090.1,0.5184310475611105
rna_AC009090.3,0.47267531055596007
rna_AC009090.6,0.8779590178679196
rna_AC009093.1,0.4800878845588756
rna_AC009093.2,0.5027034771882533
rna_AC009093.6,0.48284159260706705
rna_AC009107.2,0.5157364482372133
rna_AC009108.3,0.5463726373775459
rna_AC009113.1,0.5214152525788137
rna_AC009119.1,0.3731634504363205
rna_AC009120.2,0.629571242697698
rna_AC009120.3,0.6470801366922919
rna_AC009120.5,0.8703823724245359
rna_AC009121.2,0.6904096587761326
rna_AC009121.3,0.4471865574906202
rna_AC009126.1,0.6509060763663361
rna_AC009133.1,0.4742610816011293
rna_AC009133.3,0.29104175817542954
rna_AC009137.2,0.5071683865523663
rna_AC009148.1,0.5889224471010316
rna_AC009159.3,0.4973317034784747
rna_AC009163.7,0.4965071346147233
rna_AC009171.2,0.3235193267618518
rna_AC009226.1,0.48369505956563325
rna_AC009228.1,0.8584815222306248
rna_AC009237.14,0.4631067194051298
rna_AC009237.15,0.5855052053293983
rna_AC009242.1,0.49151842158096337
rna_AC009268.2,0.5008007764023725
rna_AC009269.5,0.9791197972421122
rna_AC009271.1,0.4629136074576055
rna_AC009275.1,0.3820443000556108
rna_AC009283.1,0.2840068761308392
rna_AC009299.2,0.8214884579986313
rna_AC009309.1,0.48612596816044185
rna_AC009318.1,0.978264592199496
rna_AC009318.2,0.9507841806411137
rna_AC009318.3,0.9301647616543018
rna_AC009318.4,0.8210055808864588
rna_AC009403.1,0.5623493881909155
rna_AC009403.2,0.4296836060669982
rna_AC009404.1,0.31810784205380704
rna_AC009486.2,0.5355958805114046
rna_AC009506.1,0.5362164263338258
rna_AC009509.1,0.30520539826000814
rna_AC009509.4,0.4317503887017685
rna_AC009549.1,0.3434454680559662
rna_AC009554.2,0.562965895711611
rna_AC009570.1,0.5511137299170517
rna_AC009630.1,0.69511081610809
rna_AC009630.4,0.43298420343943644
rna_AC009686.2,0.5001168009936868
rna_AC009690.1,0.47661637309077676
rna_AC009690.2,0.8623137384636067
rna_AC009704.2,0.6399148083287943
rna_AC009716.1,0.716724321653018
rna_AC009754.1,0.9797550165324297
rna_AC009779.2,0.5891568419898915
rna_AC009779.3,0.6375537501801738
rna_AC009802.1,0.5345199997070236
rna_AC009806.1,0.6178893289738239
rna_AC009812.1,0.5730719220531795
rna_AC009812.3,0.5078108367048042
rna_AC009812.4,0.5485670829468903
rna_AC009831.1,0.5785660189801056
rna_AC009902.2,0.4022290448455098
rna_AC009902.3,0.699587407014532
rna_AC009948.1,0.5126609782691811
rna_AC009948.2,0.45538943838564905
rna_AC009950.1,0.7480154930362799
rna_AC009951.6,0.49305130833036764
rna_AC009961.1,0.5385000217846345
rna_AC009961.3,0.5347739650738511
rna_AC009962.1,0.4173132222667295
rna_AC009974.1,0.4688919358968193
rna_AC009996.1,0.7809520395607537
rna_AC010092.1,0.3250647357046299
rna_AC010132.4,0.8642012209464902
rna_AC010148.1,0.7567714336683741
rna_AC010168.2,0.32589155312939705
rna_AC010173.1,0.5518066429546908
rna_AC010186.3,0.8884572248163104
rna_AC010198.2,0.5129794377924497
rna_AC010201.1,0.7044568643418541
rna_AC010201.2,0.7876306665593793
rna_AC010201.3,0.7622426435758152
rna_AC010203.2,0.869135560241383
rna_AC010207.1,0.522210079273974
rna_AC010210.1,0.9288418325800654
rna_AC010226.1,0.5499139682047709
rna_AC010240.3,0.5476642319438324
rna_AC010245.2,0.49115798348812495
rna_AC010247.1,0.2904044908754555
rna_AC010247.2,0.9437102725517165
rna_AC010260.1,0.8839571210855799
rna_AC010271.1,0.5243739414781475
rna_AC010271.2,0.7392626056388685
rna_AC010273.2,0.3866516075121491
rna_AC010273.3,0.3500566032179456
rna_AC010280.2,0.16744412270012027
rna_AC010285.3,0.9204123776136264
rna_AC010300.1,0.8981563848719212
rna_AC010319.3,0.4108137533135293
rna_AC010319.4,0.5166876989770106
rna_AC010320.3,0.7978400107722902
rna_AC010325.1,0.7120851264438004
rna_AC010326.3,0.6439896013171923
rna_AC010327.5,0.6776906056881702
rna_AC010327.6,0.4093611744570503
rna_AC010327.7,0.2958975375840488
rna_AC010327.8,0.4940001973141285
rna_AC010331.1,0.5648254621979487
rna_AC010332.3,0.3733032450714334
rna_AC010336.1,0.5707512220461362
rna_AC010336.7,0.47206968647943337
rna_AC010359.2,0.5927555329301313
rna_AC010359.3,0.9735318474862227
rna_AC010378.1,0.17532144103789216
rna_AC010401.1,0.8192533497686167
rna_AC010422.1,0.6122928400941952
rna_AC010422.2,0.622981968088112
rna_AC010422.4,0.8489778665179288
rna_AC010422.8,0.622981441749238
rna_AC010463.3,0.5865418488387084
rna_AC010487.1,0.5497556086884627
rna_AC010491.1,0.5598190275677962
rna_AC010491.2,0.9390311573621033
rna_AC010503.4,0.6000030287332537
rna_AC010504.1,0.4297934443399643
rna_AC010524.1,0.7650182349914939
rna_AC010525.1,0.5331618495121722
rna_AC010530.1,0.7730146869464852
rna_AC010531.3,0.5872545545100251
rna_AC010531.5,0.7269700709038265
rna_AC010531.6,0.5291435689962557
rna_AC010536.1,0.6432785238266936
rna_AC010536.2,0.8559564285350748
rna_AC010538.1,0.5290518227272714
rna_AC010542.5,0.41599420508152335
rna_AC010615.2,0.5777590559355303
rna_AC010618.2,0.7101734265408426
rna_AC010618.3,0.6319303334106311
rna_AC010619.2,0.28030647725091595
rna_AC010624.1,0.3148633125685159
rna_AC010624.3,0.5731573879682527
rna_AC010642.2,0.6078872491478517
rna_AC010643.1,0.37327766491563186
rna_AC010654.1,0.2848422065608842
rna_AC010680.2,0.7928425718329859
rna_AC010719.1,0.5375596011719573
rna_AC010735.2,0.5217786679362828
rna_AC010754.1,0.5014232043686246
rna_AC010761.1,0.6286318988837755
rna_AC010761.3,0.9069563169787275
rna_AC010761.4,0.6221735128610604
rna_AC010809.1,0.36520855332725427
rna_AC010809.2,0.4732035097109466
rna_AC010834.2,0.30768356982530376
rna_AC010834.3,0.8609944942267079
rna_AC010864.1,0.5788036152029579
rna_AC010883.1,0.5711119417750855
rna_AC010883.2,0.5176537718266663
rna_AC010883.3,0.8165939416828862
rna_AC010894.1,0.4374833423335285
rna_AC010894.2,0.1596785236730932
rna_AC010896.1,0.48883572297766364
rna_AC010913.1,0.7545943744510578
rna_AC010931.1,0.9027669013380587
rna_AC010969.2,0.5303872714765998
rna_AC010973.1,0.8300460583088495
rna_AC010973.2,0.5271463184871197
rna_AC010976.1,0.9646644918283254
rna_AC010976.2,0.5010906480418788
rna_AC010980.1,0.7070957541318046
rna_AC010996.1,0.4382020564849601
rna_AC010997.4,0.616115483873664
rna_AC010999.1,0.5367358981044595
rna_AC011005.1,0.3211780872823405
rna_AC011005.4,0.4915654773191859
rna_AC011247.1,0.534256185004199
rna_AC011287.1,0.6421462545848178
rna_AC011317.1,0.20242865491901743
rna_AC011322.1,0.38951710460429856
rna_AC011330.2,0.6175704146380063
rna_AC011337.1,0.42922088535333136
rna_AC011346.1,0.7133375516845327
rna_AC011379.1,0.9859350770664053
rna_AC011379.2,0.5795310054068926
rna_AC011388.1,0.4428560401148903
